fecha,R,G,B,Intensidad,R_norm,G_norm,B_norm,RG_ratio,RB_ratio,BG_ratio,Etiqueta
2025-10-20 15:08:38,1388.704433334437,1209.2907392457616,1279.7656679074876,3877.760840487686,0.358,0.312,0.33,1.148,1.085,1.058,0
2025-10-20 15:08:39,1468.4138848530467,1249.9043418660785,1350.866050436407,4069.184277155532,0.361,0.307,0.332,1.175,1.087,1.081,0
2025-10-20 15:08:40,1686.0845795143914,1059.2211727865044,1514.0525223355294,4259.3582746364245,0.396,0.249,0.355,1.592,1.114,1.429,0
2025-10-20 15:08:41,1605.5674009991005,1278.4783735178469,1451.9442665512765,4335.990041068224,0.37,0.295,0.335,1.256,1.106,1.136,0
2025-10-20 15:08:42,1659.8614903636867,1307.675567818672,1496.549337234403,4464.086395416762,0.372,0.293,0.335,1.269,1.109,1.144,1
2025-10-20 15:08:43,1865.2542636693126,1619.2973515558645,1705.313573621191,5189.865188846368,0.359,0.312,0.329,1.152,1.094,1.053,1
2025-10-20 15:08:44,1820.9186420074673,1446.4114766535622,1537.614194589046,4804.9443132500755,0.379,0.301,0.32,1.259,1.184,1.063,1
2025-10-20 15:08:45,1068.1226443923806,1178.622230340157,1617.6423626511369,3864.387237383675,0.276,0.305,0.419,0.906,0.66,1.372,1
2025-10-20 15:08:46,1505.5742412549132,1321.8941363715155,895.6542350441496,3723.1226126705783,0.404,0.355,0.241,1.139,1.681,0.678,1
2025-10-20 15:08:47,1465.4638202718284,1270.6546699385017,1319.2124300182425,4055.3309202285727,0.361,0.313,0.325,1.153,1.111,1.038,1
2025-10-20 15:08:48,1470.1123359212072,1172.2481833426496,1594.0953575432795,4236.4558768071365,0.347,0.277,0.376,1.254,0.922,1.36,1
2025-10-20 15:08:49,1314.1491078282393,1185.333898544581,1173.8886090120347,3673.3716153848554,0.358,0.323,0.32,1.109,1.119,0.99,1
2025-10-20 15:08:50,1715.426678391035,1139.230246896814,1372.1000376204263,4226.756962908275,0.406,0.27,0.325,1.506,1.25,1.204,1
2025-10-20 15:08:51,1336.6382510874935,613.92037470726,642.7608823912527,2593.3195081860063,0.515,0.237,0.248,2.177,2.08,1.047,1
2025-10-20 15:08:52,1152.1388839291847,1051.9290237632454,1164.0335807951155,3368.1014884875453,0.342,0.312,0.346,1.095,0.99,1.107,1
2025-10-20 15:08:53,1574.290700947734,1163.452379301258,1282.1912448031303,4019.934325052122,0.392,0.289,0.319,1.353,1.228,1.102,1
2025-10-20 15:08:54,1361.1020428031347,974.0830023920666,1266.2814358602784,3601.4664810554796,0.378,0.27,0.352,1.397,1.075,1.3,1
2025-10-20 15:08:55,1443.52422907489,1164.1628155488017,1171.1353102138828,3778.8223548375745,0.382,0.308,0.31,1.24,1.233,1.006,1
2025-10-20 15:08:56,941.5352152197092,1159.1117989249838,1222.1521606107403,3322.7991747554333,0.283,0.349,0.368,0.812,0.77,1.054,1
2025-10-20 15:08:57,1482.6101095793567,908.9794768437249,1373.5828789441798,3765.1724653672613,0.394,0.241,0.365,1.631,1.079,1.511,1
2025-10-20 15:08:58,1932.3692151758771,1597.9822840270501,1515.420106584771,5045.771605787699,0.383,0.317,0.3,1.209,1.275,0.948,1
2025-10-20 15:08:59,738.9867418402854,735.7524514533303,1321.5817500078772,2796.3209433014927,0.264,0.263,0.473,1.004,0.559,1.796,1
2025-10-20 15:09:00,1609.5105431800303,1167.7605623999443,1188.087131405263,3965.3582369852375,0.406,0.294,0.3,1.378,1.355,1.017,1
2025-10-20 15:09:01,953.3267418999238,1380.6135615536537,1492.63487544484,3826.5751788984176,0.249,0.361,0.39,0.691,0.639,1.081,1
2025-10-20 15:09:02,1453.7559572292603,1064.0985374145346,1267.2570435833522,3785.1115382271473,0.384,0.281,0.335,1.366,1.147,1.191,1
2025-10-20 15:09:03,1299.0287413280475,1081.3824397664137,1181.4940845070423,3561.9052656015037,0.365,0.304,0.332,1.201,1.099,1.093,1
2025-10-20 15:09:04,1564.2508437913737,1097.8991178703243,1220.747122255046,3882.897083916744,0.403,0.283,0.314,1.425,1.281,1.112,1
2025-10-20 15:09:05,1472.874249394248,1116.1297533196732,940.4585356009732,3529.462538314894,0.417,0.316,0.266,1.32,1.566,0.843,1
2025-10-20 15:09:06,1509.339666774623,1002.3070029751592,1189.519150324017,3701.1658200737993,0.408,0.271,0.321,1.506,1.269,1.187,1
2025-10-20 15:09:07,1453.806346510459,1106.5743269091245,1235.399251862979,3795.7799252825625,0.383,0.292,0.325,1.314,1.177,1.116,1
2025-10-20 15:09:08,1077.4378668584714,1110.4267711532352,1179.1523875121238,3367.0170255238304,0.32,0.33,0.35,0.97,0.914,1.062,1
2025-10-20 15:09:09,1491.9711871943086,1044.3854035681827,1152.8038808800693,3689.160471642561,0.404,0.283,0.312,1.429,1.294,1.104,1
2025-10-20 15:09:10,1514.9001336367248,1009.18013064976,1242.5542504184502,3766.634514704935,0.402,0.268,0.33,1.501,1.219,1.231,1
2025-10-20 15:09:11,1511.1886146640245,1108.328775086871,1205.554230199905,3825.0716199508006,0.395,0.29,0.315,1.363,1.254,1.088,1
2025-10-20 15:09:12,1518.8499004164403,1106.1511683105648,1187.4312407105951,3812.4323094376005,0.398,0.29,0.311,1.373,1.279,1.073,1
2025-10-20 15:09:13,1291.8668186158252,1091.968081644342,1191.0729954990131,3574.90789575918,0.361,0.305,0.333,1.183,1.085,1.091,1
2025-10-20 15:09:14,1346.8535555448518,1023.8500219694381,1111.2505298855447,3481.9541073998344,0.387,0.294,0.319,1.315,1.212,1.085,1
2025-10-20 15:09:15,1536.8254433533637,949.2919302454536,1187.128766115223,3673.2461397140405,0.418,0.258,0.323,1.619,1.295,1.251,1
2025-10-20 15:09:16,1457.165091717621,1104.2582207829819,1135.252530720511,3696.675843221114,0.394,0.299,0.307,1.32,1.284,1.028,1
2025-10-20 15:09:17,1461.837445977973,1022.0786119843068,1217.0808426672857,3700.9969006295655,0.395,0.276,0.329,1.43,1.201,1.191,1
2025-10-20 15:09:18,1481.2487639497103,1074.6359210863438,1161.1494380156137,3717.034123051668,0.399,0.289,0.312,1.378,1.276,1.081,1
2025-10-20 15:09:19,1301.0838477525824,1065.2335902678128,1205.9181737155343,3572.2356117359295,0.364,0.298,0.338,1.221,1.079,1.132,1
2025-10-20 15:09:20,1434.9557809747002,1076.4424026998936,1146.344889787775,3657.7430734623686,0.392,0.294,0.313,1.333,1.252,1.065,1
2025-10-20 15:09:21,1467.2067723090915,1094.6755229606817,1219.5580367527332,3781.4403320225065,0.388,0.289,0.323,1.34,1.203,1.114,1
2025-10-20 15:09:22,1502.123377204763,1094.2756884384091,1177.5798753439271,3773.9789409870996,0.398,0.29,0.312,1.373,1.276,1.076,1
2025-10-20 15:09:23,1544.7211122364424,1101.7925816959125,1192.7835286088045,3839.2972225411595,0.402,0.287,0.311,1.402,1.295,1.083,1
2025-10-20 15:09:24,1438.4005212709408,1099.424377457405,1171.855163164953,3709.680061893299,0.388,0.296,0.316,1.308,1.227,1.066,1
2025-10-20 15:09:26,1452.3213296398892,1104.8981849793208,1191.9191804373463,3749.138695056556,0.387,0.295,0.318,1.314,1.218,1.079,1
2025-10-20 15:09:27,1508.8238574023778,1119.7949594190518,1214.051175176566,3842.6699919979956,0.393,0.291,0.316,1.347,1.243,1.084,1
2025-10-20 15:09:28,1427.7266615607182,1122.0867052796318,1100.838298207396,3650.651665047746,0.391,0.307,0.302,1.272,1.297,0.981,1
2025-10-20 15:09:29,1555.9238787698928,1070.5900070193352,1214.1917554423344,3840.7056412315624,0.405,0.279,0.316,1.453,1.281,1.134,1
2025-10-20 15:09:30,1554.3382312068038,1115.3580640872224,1198.013167478328,3867.709462772354,0.402,0.288,0.31,1.394,1.297,1.074,1
2025-10-20 15:09:31,684.2313558838164,1105.1747625258554,1213.4716255117244,3002.8777439213964,0.228,0.368,0.404,0.619,0.564,1.098,1
2025-10-20 15:09:32,1491.7589315882133,1084.1636725515032,1233.5281229321374,3809.450727071854,0.392,0.285,0.324,1.376,1.209,1.138,1
2025-10-20 15:09:33,1527.8404516892815,1148.306411870996,1247.7662913326094,3923.913154892887,0.389,0.293,0.318,1.331,1.224,1.087,1
2025-10-20 15:09:34,1441.9609798023205,1086.832504145937,1272.698142978517,3801.4916269267746,0.379,0.286,0.335,1.327,1.133,1.171,1
2025-10-20 15:09:35,1540.3246419390377,1135.375453413459,1252.1244869020077,3927.824582254504,0.392,0.289,0.319,1.357,1.23,1.103,1
2025-10-20 15:09:36,1527.5344161992862,1090.5343074803047,1254.0712502429326,3872.1399739225235,0.394,0.282,0.324,1.401,1.218,1.15,1
2025-10-20 15:09:37,1274.1092665441456,1153.612409923538,1237.0571146274203,3664.7787910951038,0.348,0.315,0.338,1.104,1.03,1.072,1
2025-10-20 15:09:38,1469.0310491567868,1154.231462498452,1210.652042141723,3833.914553796962,0.383,0.301,0.316,1.273,1.213,1.049,1
2025-10-20 15:09:39,1505.8445078715422,1128.6540013992787,1231.1384416689905,3865.636950939812,0.39,0.292,0.318,1.334,1.223,1.091,1
2025-10-20 15:09:40,1596.6136277122193,1137.8549435047407,1320.6870601571234,4055.155631374084,0.394,0.281,0.326,1.403,1.209,1.161,1
2025-10-20 15:09:41,1666.423250362542,1099.3955597494169,1255.2722701901926,4021.091080302151,0.414,0.273,0.312,1.516,1.328,1.142,1
2025-10-20 15:09:42,378.25540760514224,1033.3597772795586,1304.0368113418729,2715.651996226574,0.139,0.381,0.48,0.366,0.29,1.262,1
2025-10-20 15:09:43,1617.9231600061719,1154.7398995113222,1280.6644071936735,4053.3274667111673,0.399,0.285,0.316,1.401,1.263,1.109,1
2025-10-20 15:09:44,1556.0681889851417,1107.4800976962176,1276.0279890477639,3939.576275729123,0.395,0.281,0.324,1.405,1.219,1.152,1
2025-10-20 15:09:45,1486.840957833354,1178.6884739142042,1289.6225805955694,3955.1520123431274,0.376,0.298,0.326,1.261,1.153,1.094,1
2025-10-20 15:09:46,1481.510366995161,1062.010431964349,1256.381500119818,3799.9022990793283,0.39,0.279,0.331,1.395,1.179,1.183,1
2025-10-20 15:09:47,1427.9696995488978,1168.7367467781262,1238.5914037237733,3835.297850050797,0.372,0.305,0.323,1.222,1.153,1.06,1
2025-10-20 15:09:48,1445.0659776055124,1191.597488565016,1267.8699575291325,3904.533423699661,0.37,0.305,0.325,1.213,1.14,1.064,1
2025-10-20 15:09:49,1561.7753946976468,1179.1358128812797,1260.459189806467,4001.3703973853935,0.39,0.295,0.315,1.325,1.239,1.069,1
2025-10-20 15:09:50,1610.7776796343946,1195.3330103451224,1321.8108189023526,4127.921508881869,0.39,0.29,0.32,1.348,1.219,1.106,1
2025-10-20 15:09:51,1547.999261856431,1030.0986062503837,1237.4950949297063,3815.592963036521,0.406,0.27,0.324,1.503,1.251,1.201,1
2025-10-20 15:09:52,1254.9342508788989,964.6513339466421,1236.5829856862774,3456.1685705118184,0.363,0.279,0.358,1.301,1.015,1.282,1
2025-10-20 15:09:53,1318.3209441938677,1087.22691689564,1215.7050520274774,3621.2529131169854,0.364,0.3,0.336,1.213,1.084,1.118,1
2025-10-20 15:09:54,1550.8038157213637,1041.558499608885,1235.7450318931103,3828.1073472233593,0.405,0.272,0.323,1.489,1.255,1.186,1
2025-10-20 15:09:55,1513.478872731209,1026.5563659503646,1250.9108261258575,3790.9460648074314,0.399,0.271,0.33,1.474,1.21,1.219,1
2025-10-20 15:09:56,1500.4575455667448,1002.0675402864549,1206.8376756966725,3709.3627615498726,0.405,0.27,0.325,1.497,1.243,1.204,1
2025-10-20 15:09:57,1471.0404208680404,1159.7367693413703,1245.7095337095336,3876.4867239189443,0.379,0.299,0.321,1.268,1.181,1.074,1
2025-10-20 15:10:37,1647.5063338374216,1191.5128616678267,1343.058326262028,4182.077521767276,0.394,0.285,0.321,1.383,1.227,1.127,1
2025-10-20 15:10:38,1481.5626986930413,1066.6015664734005,1223.4890538628706,3771.653319029312,0.393,0.283,0.324,1.389,1.211,1.147,1
2025-10-20 15:10:39,1263.1923864594628,1120.123915075444,1254.7090057884739,3638.0253073233807,0.347,0.308,0.345,1.128,1.007,1.12,1
2025-10-20 15:10:40,1491.1490329920364,1149.8647074143628,1219.9837114601512,3860.9974518665504,0.386,0.298,0.316,1.297,1.222,1.061,1
2025-10-20 15:10:41,1502.7692087207324,1193.8869675362566,1268.4834646383692,3965.1396408953583,0.379,0.301,0.32,1.259,1.185,1.062,1
2025-10-20 15:10:42,1363.646530983809,1175.4018607779396,1301.8713432140917,3840.91973497584,0.355,0.306,0.339,1.16,1.047,1.108,1
2025-10-20 15:10:43,1453.529248683116,1243.4567608431414,1333.4087838374846,4030.394793363742,0.361,0.309,0.331,1.169,1.09,1.072,1
2025-10-20 15:10:44,1633.9640429303258,1102.4007149052488,1317.7410892411128,4054.1058470766875,0.403,0.272,0.325,1.482,1.24,1.195,1
2025-10-20 15:10:45,1590.6796116504854,1262.2040325007524,1393.502774178544,4246.386418329782,0.375,0.297,0.328,1.26,1.141,1.104,1
2025-10-20 15:10:46,1595.6114355277423,1271.7527023544214,1382.4565335618584,4249.820671444022,0.375,0.299,0.325,1.255,1.154,1.087,1
2025-10-20 15:10:47,1849.0550400070535,1316.5209203050943,1475.3091804431938,4640.885140755341,0.398,0.284,0.318,1.405,1.253,1.121,1
2025-10-20 15:10:48,983.4126211884972,896.6307171029426,1211.2463902044587,3091.2897284958985,0.318,0.29,0.392,1.097,0.812,1.351,1
2025-10-20 15:10:49,1696.7592386577398,1305.9451380888627,1490.8310229615413,4493.535399708144,0.378,0.291,0.332,1.299,1.138,1.142,1
2025-10-20 15:10:50,1278.692742709937,1260.762294096429,1378.7301743832486,3918.1852111896146,0.326,0.322,0.352,1.014,0.927,1.094,1
2025-10-20 15:10:51,1489.1372576865724,1095.347331035203,1157.7679939272653,3742.2525826490405,0.398,0.293,0.309,1.36,1.286,1.057,1
2025-10-20 15:10:52,1503.2539469204164,1095.590528556689,1187.4816681294415,3786.326143606547,0.397,0.289,0.314,1.372,1.266,1.084,1
2025-10-20 15:10:53,1482.1124048128058,1118.0785583856477,1246.987260483715,3847.1782236821687,0.385,0.291,0.324,1.326,1.189,1.115,1
2025-10-20 15:10:54,1635.4612805115808,1228.63202296561,1312.2783305174896,4176.37163399468,0.392,0.294,0.314,1.331,1.246,1.068,1
2025-10-20 15:10:55,2247.2094082348844,1688.0524811848513,1877.2760434150161,5812.537932834752,0.387,0.29,0.323,1.331,1.197,1.112,1
2025-10-20 15:10:56,1585.4784630214142,1125.3532236859758,1195.2819139083228,3906.113600615713,0.406,0.288,0.306,1.409,1.326,1.062,1
2025-10-20 15:10:57,1737.9232617883483,1242.4438289615948,1241.1203006406367,4221.487391390579,0.412,0.294,0.294,1.399,1.4,0.999,1
2025-10-20 15:10:58,1404.5388028463792,1119.8398056308322,1175.9456087474591,3700.3242172246705,0.38,0.303,0.318,1.254,1.194,1.05,1
2025-10-20 15:10:59,1372.279605424594,1076.4562159942511,1167.93940744041,3616.675228859255,0.379,0.298,0.323,1.275,1.175,1.085,1
2025-10-20 15:11:00,1192.2071572723914,1121.0220499799545,1069.6617063871568,3382.8909136395027,0.352,0.331,0.316,1.064,1.115,0.954,1
2025-10-20 15:11:08,1646.27769600628,1267.237899570971,1426.100438611404,4339.616034188654,0.379,0.292,0.329,1.299,1.154,1.125,1
2025-10-20 15:11:09,1524.6470374409305,1352.3905333075386,1481.431876379691,4358.46944712816,0.35,0.31,0.34,1.127,1.029,1.095,1
2025-10-20 15:11:10,1582.9354266520738,1641.670515480058,2176.5413455800317,5401.147287712163,0.293,0.304,0.403,0.964,0.727,1.326,1
2025-10-20 15:11:11,3845.1631829849653,3357.054586201377,4029.4975501969448,11231.715319383286,0.342,0.299,0.359,1.145,0.954,1.2,1
2025-10-20 15:11:12,4580.434640165993,3083.8203073303434,4374.306721593575,12038.561669089911,0.38,0.256,0.363,1.485,1.047,1.418,1
2025-10-20 15:11:13,5006.330866555264,3870.533843953306,3965.494941854968,12842.359652363537,0.39,0.301,0.309,1.293,1.262,1.025,1
2025-10-20 15:11:14,4167.631160572337,3215.134720784945,3625.3113790570033,11008.077260414284,0.379,0.292,0.329,1.296,1.15,1.128,1
2025-10-20 15:11:15,4342.603924004763,3426.9989378217174,3504.8917857441297,11274.494647570611,0.385,0.304,0.311,1.267,1.239,1.023,1
2025-10-20 15:11:16,4233.890879725433,3210.9504306220097,2578.2542414556183,10023.09555180306,0.422,0.32,0.257,1.319,1.642,0.803,1
2025-10-20 15:11:17,4166.3891924108475,3818.905581353,3723.4710817168984,11708.765855480746,0.356,0.326,0.318,1.091,1.119,0.975,1
2025-10-20 15:11:18,3083.593589178062,1962.5688416816788,2031.9763583072936,7078.138789167034,0.436,0.277,0.287,1.571,1.518,1.035,1
2025-10-20 15:11:19,2857.447286848111,2222.1478145695364,2268.6629164863693,7348.258017904018,0.389,0.302,0.309,1.286,1.26,1.021,1
2025-10-20 15:11:20,1792.207836602145,1679.871835950016,1868.6614243389542,5340.741096891115,0.336,0.315,0.35,1.067,0.959,1.112,1
2025-10-20 15:11:21,2547.0192804007893,1809.293417306531,2446.728306839726,6803.041004547047,0.374,0.266,0.36,1.408,1.041,1.352,1
2025-10-20 15:11:21,2475.318835020213,1792.7823726785066,2124.9893606241767,6393.090568322897,0.387,0.28,0.332,1.381,1.165,1.185,1
2025-10-20 15:11:22,2477.07308430533,2085.836337867071,3294.818538884525,7857.727961056926,0.315,0.265,0.419,1.188,0.752,1.58,1
2025-10-20 15:11:23,3647.8552791789875,2719.2479496904275,3087.9069425016564,9455.010171371072,0.386,0.288,0.327,1.341,1.181,1.136,1
2025-10-20 15:11:24,3914.2401194531285,2160.34200360546,2193.5015558402847,8268.083678898873,0.473,0.261,0.265,1.812,1.784,1.015,1
2025-10-20 15:11:25,2700.253653511878,1872.749760007144,2519.252807976455,7092.256221495477,0.381,0.264,0.355,1.442,1.072,1.345,1
2025-10-20 15:11:26,3554.946815273128,4008.5095809241648,4530.7091547394,12094.165550936694,0.294,0.331,0.375,0.887,0.785,1.13,1
2025-10-20 15:11:27,3639.9409875900374,3077.0332330716747,3598.40768702814,10315.381907689853,0.353,0.298,0.349,1.183,1.012,1.169,1
2025-10-20 15:11:28,3590.3989042972094,2857.6419690001703,3473.543685300207,9921.584558597586,0.362,0.288,0.35,1.256,1.034,1.216,1
2025-10-20 15:11:29,1814.8518021721259,1286.5568540842305,1427.3865473293743,4528.795203585731,0.401,0.284,0.315,1.411,1.271,1.109,1
2025-10-20 15:11:41,2316.207305961289,1646.7301387880098,1854.2458001768346,5817.183244926133,0.398,0.283,0.319,1.407,1.249,1.126,1
2025-10-20 15:11:42,1222.276813684778,1676.2799992006874,1794.2011378705565,4692.757950756022,0.26,0.357,0.382,0.729,0.681,1.07,1
2025-10-20 15:11:43,2091.7657033139667,1532.9778330074378,1734.79640161307,5359.539937934474,0.39,0.286,0.324,1.365,1.206,1.132,1
2025-10-20 15:11:44,2285.5374220091003,1566.7341526278435,1480.5690282043136,5332.840602841257,0.429,0.294,0.278,1.459,1.544,0.945,1
2025-10-20 15:11:45,2066.719554559117,1693.1632488293235,1702.6829317798931,5462.565735168334,0.378,0.31,0.312,1.221,1.214,1.006,1
2025-10-20 15:11:46,1990.179833926453,1656.518167456556,1769.33791736095,5416.035918743959,0.367,0.306,0.327,1.201,1.125,1.068,1
2025-10-20 15:11:47,1755.1592250073231,1648.2832609592674,1394.5452429637758,4797.987728930366,0.366,0.344,0.291,1.065,1.259,0.846,1
2025-10-20 15:11:48,1036.2446882102975,1635.8439937597504,1858.4359076609508,4530.524589630999,0.229,0.361,0.41,0.633,0.558,1.136,1
2025-10-20 15:11:49,2279.327228758525,1521.8533771157997,1789.0735369390889,5590.254142813414,0.408,0.272,0.32,1.498,1.274,1.176,1
2025-10-20 15:11:50,2071.4146726918043,1459.3197988970653,1615.7728682319857,5146.507339820855,0.402,0.284,0.314,1.419,1.282,1.107,1
2025-10-20 15:11:51,2328.034856936697,1688.5621691257875,1820.9186420074673,5837.515668069952,0.399,0.289,0.312,1.379,1.278,1.078,1
2025-10-20 15:11:52,1997.382732511072,1675.1753334930904,1772.6281089533632,5445.1861749575255,0.367,0.308,0.326,1.192,1.127,1.058,1
2025-10-20 15:11:53,2309.0665859230917,1694.2917735452727,1556.3857657055921,5559.7441251739565,0.415,0.305,0.28,1.363,1.484,0.919,1
2025-10-20 15:11:54,1008.6826030493963,1148.526520441414,1827.185362666086,3984.394486156896,0.253,0.288,0.459,0.878,0.552,1.591,1
2025-10-20 15:11:55,1736.2685763960756,1651.463333005217,1730.2520523080732,5117.983961709366,0.339,0.323,0.338,1.051,1.003,1.048,1
2025-10-20 15:11:56,2282.3660009794853,1642.7635907880308,1829.7759842949067,5754.905576062423,0.397,0.285,0.318,1.389,1.247,1.114,1
2025-10-20 15:11:57,2202.4858875731875,1660.650116799303,1775.8553676143702,5638.991371986861,0.391,0.294,0.315,1.326,1.24,1.069,1
2025-10-20 15:11:58,2015.620164351963,1646.1484723012618,1493.5650316033116,5155.333668256537,0.391,0.319,0.29,1.224,1.35,0.907,1
2025-10-20 15:11:59,2281.062678450034,1582.218869063337,1640.739335380523,5504.020882893894,0.414,0.287,0.298,1.442,1.39,1.037,1
2025-10-20 15:12:00,916.6475074851935,458.89038413146466,623.7161509063601,1999.2540425230184,0.458,0.23,0.312,1.998,1.47,1.359,1
2025-10-20 15:12:01,1744.1021269517848,1607.8754887679215,1786.0262306251066,5138.003846344813,0.339,0.313,0.348,1.085,0.977,1.111,1
2025-10-20 15:12:02,2152.1943710393307,1611.241764784972,1574.202071760997,5337.6382075853,0.403,0.302,0.295,1.336,1.367,0.977,1
2025-10-20 15:12:03,2233.0319970185806,1549.3144208037825,1713.884564306875,5496.230982129238,0.406,0.282,0.312,1.441,1.303,1.106,1
2025-10-20 15:12:04,2156.5653761118824,1579.1212680245474,1763.4610775925498,5499.147721728979,0.392,0.287,0.321,1.366,1.223,1.117,1
2025-10-20 15:12:05,2061.0830466830466,1555.1738969225064,1573.8181272396391,5190.075070845192,0.397,0.3,0.303,1.325,1.31,1.012,1
2025-10-20 15:12:06,2228.819512713553,1600.879389312977,1751.5311214582507,5581.230023484781,0.399,0.287,0.314,1.392,1.272,1.094,1
2025-10-20 15:12:07,2195.1087269396835,1253.9962627999103,1655.9295668996012,5105.034556639195,0.43,0.246,0.324,1.75,1.326,1.321,1
2025-10-20 15:12:08,2221.147562687002,1606.1207375213005,1397.8916495858955,5225.159949794198,0.425,0.307,0.268,1.383,1.589,0.87,1
2025-10-20 15:12:09,878.5170600925791,1551.1479289940828,1766.245841579989,4195.910830666651,0.209,0.37,0.421,0.566,0.497,1.139,1
2025-10-20 15:12:10,2146.1375905032364,1519.0424279738515,1636.7376882853353,5301.917706762423,0.405,0.287,0.309,1.413,1.311,1.077,1
2025-10-20 15:12:11,2135.701410458781,1513.7519849862856,1680.5449154579694,5329.998310903036,0.401,0.284,0.315,1.411,1.271,1.11,1
2025-10-20 15:12:12,2103.1986962517235,1556.356889738214,1697.85819823102,5357.4137842209575,0.393,0.291,0.317,1.351,1.239,1.091,1
2025-10-20 15:12:13,2011.3671893732317,1547.0856847773966,1609.5723084598117,5168.0251826104395,0.389,0.299,0.311,1.3,1.25,1.04,1
2025-10-20 15:12:14,2086.718407960199,1502.123377204763,1548.199250687485,5137.041035852447,0.406,0.292,0.301,1.389,1.348,1.031,1
2025-10-20 15:12:15,2010.8850321219677,1480.1249228054699,1722.5775185839254,5213.587473511363,0.386,0.284,0.33,1.359,1.167,1.164,1
2025-10-20 15:12:16,2213.3530343007915,1487.631984961606,1779.8493560501581,5480.8343753125555,0.404,0.271,0.325,1.488,1.244,1.196,1
2025-10-20 15:12:17,2032.8627165879075,1613.628284538145,1819.3784024117813,5465.869403537834,0.372,0.295,0.333,1.26,1.117,1.128,1
2025-10-20 15:12:18,2208.5745879627193,1516.7627382200847,1656.6817418781475,5382.019068060951,0.41,0.282,0.308,1.456,1.333,1.092,1
2025-10-20 15:12:19,1808.4742912579497,1565.2432220625828,1737.5632793404864,5111.280792661019,0.354,0.306,0.34,1.155,1.041,1.11,1
2025-10-20 15:12:20,1532.8377736359316,1228.8300007324397,1751.165480241321,4512.833254609692,0.34,0.272,0.388,1.247,0.875,1.425,1
2025-10-20 15:12:21,1311.1707149332583,1499.143612838659,1790.1807550310507,4600.495082802968,0.285,0.326,0.389,0.875,0.732,1.194,1
2025-10-20 15:12:22,2205.033251846595,1568.9318645145604,1736.520173059805,5510.48528942096,0.4,0.285,0.315,1.405,1.27,1.107,1
2025-10-20 15:12:23,2009.7287973167226,1625.636215650556,1587.2784726295672,5222.6434855968455,0.385,0.311,0.304,1.236,1.266,0.976,1
2025-10-20 15:12:24,2197.6966203824995,1459.4467448415046,1757.5863224941334,5414.729687718137,0.406,0.27,0.325,1.506,1.25,1.204,1
2025-10-20 15:12:25,2257.0043317997147,1566.7926783713112,1682.398668297868,5506.195678468894,0.41,0.285,0.306,1.441,1.342,1.074,1
2025-10-20 15:12:26,2258.9492392621514,1621.6764614908755,1665.4968530982587,5546.122553851285,0.407,0.292,0.3,1.393,1.356,1.027,1
2025-10-20 15:12:27,2196.8333115097553,1596.6744070958164,1727.7574559235459,5521.265174529117,0.398,0.289,0.313,1.376,1.271,1.082,1
2025-10-20 15:12:28,2219.736974411897,1397.8217689795374,1695.6617007944049,5313.220444185839,0.418,0.263,0.319,1.588,1.309,1.213,1
2025-10-20 15:12:29,1001.4932964028606,1562.968455963183,1743.3409534893387,4307.802705855383,0.232,0.363,0.405,0.641,0.574,1.115,1
2025-10-20 15:12:30,1968.602271660565,1504.3592410602203,1663.3502538071066,5136.311766527891,0.383,0.293,0.324,1.309,1.184,1.106,1
2025-10-20 15:12:31,2117.479806138934,1513.7519849862856,1750.3981303730907,5381.62992149831,0.393,0.281,0.325,1.399,1.21,1.156,1
2025-10-20 15:12:32,2203.816729718369,1580.7281224089847,1728.398236287963,5512.943088415317,0.4,0.287,0.314,1.394,1.275,1.093,1
2025-10-20 15:12:33,2047.4001757297667,1579.9838020077977,1662.361380841029,5289.745358578593,0.387,0.299,0.314,1.296,1.232,1.052,1
2025-10-20 15:12:34,1486.6828533451485,1004.8042163262861,1745.154364650079,4236.641434321514,0.351,0.237,0.412,1.48,0.852,1.737,1
2025-10-20 15:12:35,1537.2478879950154,1569.0492490133363,1756.2983899671294,4862.595526975481,0.316,0.323,0.361,0.98,0.875,1.119,1
2025-10-20 15:12:36,2054.1685236427747,1478.5074995153075,1770.3834708650782,5303.05949402316,0.387,0.279,0.334,1.389,1.16,1.197,1
2025-10-20 15:12:37,1825.9126725001088,1451.9191359734145,1691.4221191652384,4969.2539276387615,0.367,0.292,0.34,1.258,1.08,1.165,1
2025-10-20 15:12:38,1322.2275113093642,1077.1473330080382,1104.3454449710373,3503.7202892884397,0.377,0.307,0.315,1.228,1.197,1.025,1
2025-10-20 15:12:39,1446.9603615413805,1018.3810032535328,1012.0535186458673,3477.3948834407806,0.416,0.293,0.291,1.421,1.43,0.994,1
2025-10-20 15:12:40,1317.7410892411128,976.5778015786165,1094.7183797045466,3389.037270524276,0.389,0.288,0.323,1.349,1.204,1.121,1
2025-10-20 15:12:41,1305.2948682040271,972.5696795436628,1019.5196888672824,3297.384236614972,0.396,0.295,0.309,1.342,1.28,1.048,1
2025-10-20 15:12:42,1297.2408567231114,1011.8826069649341,1141.5867831577802,3450.7102468458256,0.376,0.293,0.331,1.282,1.136,1.128,1
2025-10-20 15:12:43,653.1708570494203,482.2785261330252,1041.0802223987291,2176.5296055811746,0.3,0.222,0.478,1.354,0.627,2.159,1
